text,AE
"Based on these findings, the patient was diagnosed with diabetes insipidus secondary to lithium therapy and was treated successfully with amiloride.",['diabetes insipidus']
Clinicians have been aware of lithium toxicity for many years and traditionally have administered thiazide diuretics for lithium-induced polyuria and nephrogenic diabetes insipidus.,"['lithium toxicity', 'nephrogenic diabetes insipidus', 'nephrogenic diabetes insipidus', 'polyuria', 'polyuria']"
Treatment of lithium-induced diabetes insipidus with amiloride.,['diabetes insipidus']
Systemic capillary leak syndrome after granulocyte colony-stimulating factor (G-CSF).,"['Systemic capillary leak syndrome', 'Systemic capillary leak syndrome']"
"We present two cases in which both patients suffered with CLS, which we believe was caused following administration of granulocyte colony-stimulating factor, to our knowledge not described in the intensive care patient previously.",['CLS']
"FK506, which began to be administered 12 days earlier, rose to a level of 44 ng/mL (normal range, 10-20 ng/mL) 1 day before neurologic abnormalities began.",['neurologic abnormalities']
Rapid identification of speech loss linked to FK506 may be important because reduction or cessation of the drug may be associated with reverse of speech loss.,['speech loss']
"Tacrolimus (FK506), an immunosuppressant, has been associated with mutism in adults after liver transplant.","['mutism', 'mutism']"
Tacrolimus (FK506)-induced mutism after liver transplant.,"['mutism', 'mutism']"
"Does the use of insulin in a patient with liver dysfunction increase water retention in the body, i.e. cause insulin oedema?",['oedema']
"Soon after introduction of insulin therapy, she developed severe anasarca, including marked peripheral oedema, ascites and pleural effusion.","['ascites', 'peripheral oedema', 'pleural effusion', 'severe anasarca']"
"The induced hyperglycaemia could not be controlled sufficiently, despite a high dose of insulin (> 110 units/day), suggesting the existence of insulin insensitivity and hyperinsulinaemia.","['hyperinsulinaemia', 'insulin insensitivity']"
"We conjectured that the side effects of insulin, such as anti-natriuresis and increased vascular permeability, might be pronounced in the presence of the hepatic dysfunction that accompanies insulin insensitivity, hyperinsulinaemia and hypoalbuminaemia.","['anti-natriuresis', 'hyperinsulinaemia', 'hypoalbuminaemia', 'increased vascular permeability', 'insulin insensitivity']"
"While 40 mg/day of prednisolone improved hepatic dysfunction dramatically, her diabetic milieu deteriorated seriously.",['diabetic milieu deteriorated']
Intrathecal methotrexate-induced acute cerebellar syndrome.,['acute cerebellar syndrome']
We describe a patient who developed acute cerebellar syndrome after prophylactic intrathecal methotrexate administration and recovered spontaneously.,['acute cerebellar syndrome']
Angioimmunoblastic lymphadenopathy with dysproteinemia following doxycycline administration.,['Angioimmunoblastic lymphadenopathy with dysproteinemia']
We report a case of AILD in an 80-year-old male who presented with a generalized pruritic maculopapular eruption and fever following doxycycline administration.,"['AILD', 'fever', 'generalized pruritic maculopapular eruption']"
Anaphylaxis from isoniazid is a possible side effect to this commonly prescribed antibiotic.,['Anaphylaxis']
Isoniazid-induced anaphylaxis.,['anaphylaxis']
Carbamazepine-related hyponatremia following cardiopulmonary bypass.,['hyponatremia']
We discuss the association between carbamazepine and hyponatremia and the causes of hyponatremia after cardiopulmonary bypass.,['hyponatremia']
"After 5-ASA was discontinued, the polyneuropathy symptoms recovered gradually.",['polyneuropathy']
Sensorimotor polyneuropathy with 5-aminosalicylic acid: a case report.,['Sensorimotor polyneuropathy']
This clinical course suggests that the sensorimotor polyneuropathy may have been caused by 5-ASA.,['sensorimotor polyneuropathy']
"When SASP was changed to 5-aminosalicylic acid (5-ASA), his skin eruptions were resolved, however, he developed weakness and atrophy in his right arm as well as progressive worsening of the dysesthesia in his legs and gait disturbance.","['atrophy', 'atrophy', 'gait disturbance', 'gait disturbance', 'weakness', 'weakness', 'worsening of the dysesthesia', 'worsening of the dysesthesia']"
Disseminated cellulitic cryptococcosis in the setting of prednisone monotherapy for pemphigus vulgaris.,['Disseminated cellulitic cryptococcosis']
"In both cases, high fever, skin rash, liver dysfunction and atypical lymphocytosis developed 3 weeks after initiating treatment with SASP.","['atypical lymphocytosis', 'high fever', 'liver dysfunction', 'skin rash']"
Slow acetylator genotypes as a possible risk factor for infectious mononucleosis-like syndrome induced by salazosulfapyridine.,['infectious mononucleosis-like syndrome']
We report two patients with infectious mononucleosis-like syndrome induced by salazosulfapyridine (SASP).,"['infectious mononucleosis-like syndrome', 'infectious mononucleosis-like syndrome']"
"A 45-year-old woman with steroid-dependent Crohn's colitis, successfully managed with maintenance infliximab infusions and methotrexate, developed a lupus-like syndrome eight months after her initial infusion.","['lupus-like syndrome', 'lupus-like syndrome']"
A lupus-like syndrome associated with infliximab therapy.,['lupus-like syndrome']
Infliximab therapy may cause a lupus-like syndrome that is reversible upon discontinuing this agent.,['lupus-like syndrome']
"We report in detail an unusual adverse reaction to infliximab therapy, a drug-induced lupus-like clinical syndrome.",['lupus-like clinical syndrome']
"Chronic myelogenous leukemia (CML), hepatitis C, and interferon alpha (IFNalpha) have all been associated with renal dysfunction.","['renal dysfunction', 'renal dysfunction']"
"Despite the underlying hepatitis C, this case represents renal abnormalities consistent with IFNalpha therapy for CML.",['renal abnormalities']
Interferon-alpha-induced focal segmental glomerulosclerosis in chronic myelogenous leukemia: a case report and review of the literature.,['focal segmental glomerulosclerosis']
"The renal biopsy showed focal segmental glomerulosclerosis, which has only been previously reported in two cases of CML treated with IFNalpha.",['focal segmental glomerulosclerosis']
Severe autoimmune hemolytic anemia following rituximab therapy in a patient with a lymphoproliferative disorder.,['autoimmune hemolytic anemia']
"The pathophysiological mechanisms remain unknown, although the drug could act through massive cytokines liberation after destruction of CD20 positive cells by rituximab.","['destruction of CD20 positive cells', 'massive cytokines liberation']"
"We report the first case, to our knowledge, of rituximab-related autoimmune hemolytic anemia.",['autoimmune hemolytic anemia']
Early-onset acute transverse myelitis following hepatitis B vaccination and respiratory infection: case report.,['acute transverse myelitis']
"In this paper, we report a case of 3 years-old boy who developed acute onset tetraparesia following a viral respiratory infecction and hepatitis B vaccination.",['acute onset tetraparesia']
"Although it would be expected that, like other type IA toxicities, diphenhydramine-induced cardiotoxicity could be responsive to hypertonic sodium bicarbonate, this finding is largely unappreciated.",['cardiotoxicity']
Diphenhydramine-induced wide complex dysrhythmia responds to treatment with sodium bicarbonate.,['dysrhythmia']
"However, because diphenhydramine also exhibits type IA sodium channel blockade, cardiac toxicity is also possible.",['cardiac toxicity']
We describe 3 cases of diphenhydramine-induced cardiac toxicity that were responsive to bicarbonate.,['cardiac toxicity']
We describe a patient with extranodal non-Hodgkin lymphoma who developed systemic candidiasis after treatment with a cyclophosphamide-based chemotherapy regimen.,['systemic candidiasis']
Stevens-Johnson syndrome in a boy with nephrotic syndrome during prednisolone therapy.,['Stevens-Johnson syndrome']
"We report a case of SJS in a 14-year-old male with nephrotic syndrome, who was treated with oral prednisolone for 6 weeks.",['SJS']
A 25-year-old man with a history of mid-borderline (BB) Hansen's disease developing a reversal reaction after starting dapsone and rifampin therapy is presented.,"['reversal reaction', 'reversal reaction']"
"However, in order to avoid neuropathic side effects, patients under thalidomide therapy should be monitored every 6 months with nerve conduction studies while taking the drug.",['neuropathic side effects']
"After a two-month interruption of interferon administration, natural interferon alpha was given but followed by another episode of the same neurological manifestations.",['neurological manifestations']
"CONCLUSIONS: Optic neuritis in combination with other neurological signs, simulating multiple sclerosis, should be included in the list of adverse effects of recombinant and natural interferon alpha administration.","['neurological signs', 'Optic neuritis']"
